datetime,day_of_week,hour,patients_arrived,avg_acuity_level,doctors_on_shift,nurses_on_shift,arrival_to_provider_time_min,left_without_being_seen_pct,ed_length_of_stay_min,admissions,readmissions_within_30_days,patient_satisfaction_score,hospital_id,hospital_type,icu_beds_total,icu_occupancy_pct,diagnostic_imaging_avg_wait_time_min,critical_equipment_down_pct_time,sep1_compliance_pct
2025-05-01 00:00:00,Thursday,0,2,3.5,1,3,46.467210297561216,12.63201683011601,182.72484322974947,0,0,50.0,H1,Safety-Net,10,68.52355656058403,40.20999955055387,0.0,49.622107870682136
2025-05-01 01:00:00,Thursday,1,2,2.6,1,3,39.97700795956367,10.210531337138733,238.9125873398917,1,0,50.0,H1,Safety-Net,10,65.20914696307446,33.961048853853356,0.0,57.49924545792851
2025-05-01 02:00:00,Thursday,2,2,3.4,1,3,42.22877114559991,5.458480009371826,199.0775279580354,0,0,50.0,H1,Safety-Net,10,55.979675364721615,32.371281904804356,0.0,49.581921177458455
2025-05-01 03:00:00,Thursday,3,1,2.3,1,3,29.789306106286542,1.6321284544889734,97.4621709935874,0,0,71.22709536159847,H1,Safety-Net,10,48.05227732321012,20.045523368724755,0.0,80.39021975441935
2025-05-01 04:00:00,Thursday,4,2,2.4,1,3,23.935425267321538,0.8979824979825727,148.61200734638967,0,0,68.96405700402417,H1,Safety-Net,10,28.991450807867764,22.79794255599863,0.0,62.0759180111328
2025-05-01 05:00:00,Thursday,5,3,2.8,1,3,58.779374520463726,18.4968558478755,227.56730718064355,0,0,50.0,H1,Safety-Net,10,17.163334742026432,38.50574601606584,0.0,50.28058015619928
2025-05-01 06:00:00,Thursday,6,1,3.1,1,3,32.114202297883374,2.652291658748048,132.9163377878592,0,0,63.61038831474142,H1,Safety-Net,10,0.0,26.874382156785376,0.0,72.17562438191254
2025-05-01 07:00:00,Thursday,7,1,3.3,2,5,27.145100050745906,0.0,125.02292680359743,0,0,73.82022688931676,H1,Safety-Net,10,0.0,33.14194583571037,0.0,76.14270509450022
2025-05-01 08:00:00,Thursday,8,5,3.4,2,5,50.55762964310146,13.868657833684848,252.0526718248853,0,0,50.0,H1,Safety-Net,10,0.0,41.86737120165915,0.0,38.80048669410849
2025-05-01 09:00:00,Thursday,9,7,4.3,2,5,121.43124263440778,25.0,343.7360535605482,0,0,50.0,H1,Safety-Net,10,0.0,56.30807577816183,0.0,30.0
2025-05-01 10:00:00,Thursday,10,6,4.1,2,5,81.99237177760486,25.0,320.7370126679692,0,0,50.0,H1,Safety-Net,10,0.0,59.22862797893261,0.0,30.0
2025-05-01 11:00:00,Thursday,11,4,4.4,2,5,69.88387874073298,19.279512784769537,303.3622420618039,0,0,50.0,H1,Safety-Net,10,0.0,48.56334672795032,0.0,34.85316221054444
2025-05-01 12:00:00,Thursday,12,10,4.0,2,5,121.05502093534383,25.0,449.4483649393297,0,0,50.0,H1,Safety-Net,10,0.0,85.81993061469858,0.0,30.0
2025-05-01 13:00:00,Thursday,13,8,3.1,2,5,98.49408217859923,25.0,329.05896547920725,1,0,50.0,H1,Safety-Net,10,1.0351439483285547,53.147555011199515,0.0,30.0
2025-05-01 14:00:00,Thursday,14,5,4.5,2,5,101.30523403502922,25.0,290.31647652873517,0,0,50.0,H1,Safety-Net,10,0.0,55.679776747558726,0.0,30.0
2025-05-01 15:00:00,Thursday,15,4,4.4,2,5,63.28030092606329,13.954850309625655,210.90740681130447,0,0,50.0,H1,Safety-Net,10,0.0,33.62537634973884,0.0,30.62921930416267
2025-05-01 16:00:00,Thursday,16,11,3.5,2,5,150.0,25.0,521.4107783635409,1,0,50.0,H1,Safety-Net,10,0.0,74.29329747599532,0.0,30.0
2025-05-01 17:00:00,Thursday,17,10,3.4,2,5,127.7510078626807,25.0,469.1440739029704,1,0,50.0,H1,Safety-Net,10,0.0,77.5547160691598,0.0,30.0
2025-05-01 18:00:00,Thursday,18,11,3.2,2,5,103.39771312300988,25.0,461.11467823092414,1,0,50.0,H1,Safety-Net,10,0.0,56.06261366252923,0.0,30.0
2025-05-01 19:00:00,Thursday,19,10,4.3,2,5,70.21096980696203,25.0,511.2084924924065,1,0,50.0,H1,Safety-Net,10,0.0,86.65931411752779,0.0,30.0
2025-05-01 20:00:00,Thursday,20,9,4.3,1,3,150.0,25.0,720.0,1,0,50.0,H1,Safety-Net,10,0.0,125.41054892479127,0.0,30.0
2025-05-01 21:00:00,Thursday,21,7,4.1,1,3,150.0,25.0,594.4021513742614,1,0,50.0,H1,Safety-Net,10,0.0,89.78946639136232,0.0,30.0
2025-05-01 22:00:00,Thursday,22,8,3.1,1,3,139.02530601550555,25.0,509.9181869739195,1,0,50.0,H1,Safety-Net,10,0.0,85.27838453680283,0.0,30.0
2025-05-01 23:00:00,Thursday,23,1,3.0,1,3,46.87270587395238,8.173074430279897,140.4945830752071,0,0,60.13389666913537,H1,Safety-Net,10,0.0,34.73238641425966,0.0,63.82812086980573
2025-05-02 00:00:00,Friday,0,2,2.3,1,3,44.99242258923655,4.780459920637036,160.9440310766049,0,0,54.68566134088236,H1,Safety-Net,10,0.0,27.60485936968432,0.0,70.5850013649224
2025-05-02 01:00:00,Friday,1,0,2.9,1,3,13.36573872236121,0.0,202.6893646085748,0,0,73.30569686905525,H1,Safety-Net,10,0.0,13.651118744398218,0.0,78.26884283020286
2025-05-02 02:00:00,Friday,2,0,2.4,1,3,13.11837250756187,0.0,113.23398444513751,0,0,82.90855323267206,H1,Safety-Net,10,0.0,21.99535087956079,0.0,84.1072357330905
2025-05-02 03:00:00,Friday,3,1,2.7,1,3,27.768213134986905,2.4510274202942064,155.5923027961971,0,0,60.331799524213615,H1,Safety-Net,10,0.0,22.365996048959,0.0,66.41714825354504
2025-05-02 04:00:00,Friday,4,2,2.7,1,3,39.914681585872316,7.2118967066777575,214.54299563966353,0,0,50.0,H1,Safety-Net,10,0.0,43.40620102183293,0.0,69.16769731241048
2025-05-02 05:00:00,Friday,5,2,2.4,1,3,42.88694615065577,5.987438860357757,184.92971412068323,0,0,51.8691081940221,H1,Safety-Net,10,0.0,34.37962883488312,0.0,62.76210558133617
2025-05-02 06:00:00,Friday,6,1,3.0,1,3,23.272548561344905,0.3473323505007919,160.4212319586339,0,0,65.32494874244523,H1,Safety-Net,10,0.0,28.807091997389975,0.0,66.12682017390148
2025-05-02 07:00:00,Friday,7,4,3.3,2,5,62.32077097105494,11.23096214621302,211.2942260774341,0,0,50.0,H1,Safety-Net,10,0.0,48.98953071210542,0.0,39.15285888609878
2025-05-02 08:00:00,Friday,8,7,3.4,2,5,74.4343464155178,25.0,239.3366891289984,0,0,50.0,H1,Safety-Net,10,0.0,55.601987006257126,0.0,35.331110899249005
2025-05-02 09:00:00,Friday,9,11,4.1,2,5,140.50270289395232,25.0,527.901557019516,1,0,50.0,H1,Safety-Net,10,0.0,72.12117036070747,0.0,30.0
2025-05-02 10:00:00,Friday,10,8,3.5,2,5,96.4097005168973,25.0,353.23588171753846,0,0,50.0,H1,Safety-Net,10,0.0,60.63752095487543,0.0,30.0
2025-05-02 11:00:00,Friday,11,9,3.6,2,5,119.89535862729745,25.0,494.2122412723708,1,0,50.0,H1,Safety-Net,10,0.0,67.94283633492267,0.0,30.0
2025-05-02 12:00:00,Friday,12,4,4.2,2,5,50.73530515310123,16.580315329048645,304.88726702243406,0,0,50.0,H1,Safety-Net,10,0.0,56.89547974486154,0.0,45.70089743616623
